Review_id,customer_id,product_id,category,brand,Rating,Review_text,satisfaction,review_timestamp,purchase_timestamp,previous_purchases,complaint_ticket,complaint_reason
R0227,C5499,P0116,Accessories,Zara,4,fits perfectly. Loved it!,Satisfied,54:19.1,54:19.1,4,Yes,damaged product
R0228,C7295,P0429,Clothing,Samsung,1,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,7,No,
R0229,C7197,P0668,Clothing,H&M,4,amazing product. Loved it!,Satisfied,54:19.1,54:19.1,8,No,
R0230,C2648,P0922,Accessories,H&M,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,13,No,
R0231,C6539,P0596,Electronics,Zara,4,amazing product. Loved it!,Satisfied,54:19.1,54:19.1,6,Yes,bad packaging
R0232,C5199,P0914,Clothing,Lakme,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,6,No,
R0233,C9445,P0111,Home Decor,Samsung,2,late delivery. Very disappointed.,Unsatisfied,54:19.1,54:19.1,3,Yes,bad packaging
R0234,C3557,P0417,Beauty,Lakme,1,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,3,No,
R0235,C6592,P0691,Clothing,Lakme,4,highly recommend. Loved it!,Satisfied,54:19.1,54:19.1,13,No,
R0236,C1098,P0315,Home Decor,Puma,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,2,No,
R0237,C3200,P0438,Footwear,Nike,5,excellent packaging. Loved it!,Satisfied,54:19.1,54:19.1,16,Yes,size mismatch
R0238,C3961,P0875,Home Decor,Zara,1,poor quality. Very disappointed.,Unsatisfied,54:19.1,54:19.1,6,Yes,product stopped working
R0239,C5973,P0760,Beauty,Boat,2,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,8,No,
R0240,C5433,P0180,Home Decor,H&M,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,8,Yes,bad packaging
R0241,C3869,P0826,Accessories,H&M,2,bad packaging. Very disappointed.,Unsatisfied,54:19.1,54:19.1,6,Yes,product stopped working
R0242,C1956,P0584,Beauty,Zara,2,damaged product. Very disappointed.,Unsatisfied,54:19.1,54:19.1,14,No,
R0243,C9352,P0473,Electronics,Puma,4,fast delivery. Loved it!,Satisfied,54:19.1,54:19.1,3,Yes,size mismatch
R0244,C6699,P0809,Footwear,Sony,4,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,10,Yes,late delivery
R0245,C7944,P0299,Accessories,Sony,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,3,No,
R0246,C5493,P0636,Electronics,Sony,5,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,12,No,
R0247,C5911,P0565,Home Decor,Puma,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,17,Yes,bad packaging
R0248,C4987,P0188,Beauty,Boat,5,highly recommend. Loved it!,Satisfied,54:19.1,54:19.1,5,No,
R0249,C7015,P0367,Footwear,H&M,2,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,9,No,
R0250,C2218,P0754,Accessories,Zara,1,damaged product. Very disappointed.,Unsatisfied,54:19.1,54:19.1,7,No,
R0251,C5496,P0670,Electronics,Puma,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,4,No,
R0252,C5735,P0588,Electronics,H&M,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,13,Yes,not as described
R0253,C5555,P0976,Footwear,Lakme,5,value for money. Loved it!,Satisfied,54:19.1,54:19.1,13,No,
R0254,C9050,P0637,Home Decor,Samsung,2,poor quality. Very disappointed.,Unsatisfied,54:19.1,54:19.1,10,No,
R0255,C4446,P0146,Footwear,Samsung,2,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,18,No,
R0256,C2045,P0387,Electronics,Puma,5,as expected. Loved it!,Satisfied,54:19.1,54:19.1,17,No,
R0257,C7893,P0877,Clothing,H&M,2,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,13,No,
R0258,C2693,P0115,Accessories,Nike,4,excellent packaging. Loved it!,Satisfied,54:19.1,54:19.1,17,No,
R0259,C4436,P0810,Footwear,Boat,1,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,4,No,
R0260,C9754,P0500,Electronics,Sony,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,1,No,
R0261,C6895,P0893,Home Decor,Boat,1,wrong item delivered. Very disappointed.,Unsatisfied,54:19.1,54:19.1,1,Yes,wrong item delivered
R0262,C4354,P0185,Electronics,Boat,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,15,Yes,damaged product
R0263,C1225,P0349,Home Decor,Puma,4,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,13,No,
R0264,C5893,P0490,Footwear,Lakme,2,not as described. Very disappointed.,Unsatisfied,54:19.1,54:19.1,17,No,
R0265,C8022,P0881,Home Decor,Boat,5,excellent packaging. Loved it!,Satisfied,54:19.1,54:19.1,8,No,
R0266,C6600,P0434,Beauty,Samsung,4,amazing product. Loved it!,Satisfied,54:19.1,54:19.1,18,No,
R0267,C8996,P0728,Beauty,Lakme,1,wrong item delivered. Very disappointed.,Unsatisfied,54:19.1,54:19.1,13,No,
R0268,C8683,P0618,Beauty,Zara,5,works perfectly. Loved it!,Satisfied,54:19.1,54:19.1,14,Yes,bad packaging
R0269,C5642,P0236,Clothing,Boat,2,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,8,No,
R0270,C8679,P0982,Footwear,Boat,4,as expected. Loved it!,Satisfied,54:19.1,54:19.1,8,Yes,not as described
R0271,C9208,P0787,Electronics,Zara,5,excellent packaging. Loved it!,Satisfied,54:19.1,54:19.1,15,No,
R0272,C8339,P0939,Electronics,Boat,4,as expected. Loved it!,Satisfied,54:19.1,54:19.1,13,No,
R0273,C3205,P0597,Clothing,Zara,4,as expected. Loved it!,Satisfied,54:19.1,54:19.1,7,No,
R0274,C2069,P0926,Home Decor,Lakme,2,wrong item delivered. Very disappointed.,Unsatisfied,54:19.1,54:19.1,5,No,
R0275,C4444,P0826,Clothing,Samsung,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,17,Yes,unresponsive support
R0276,C2060,P0576,Home Decor,Zara,5,great quality. Loved it!,Satisfied,54:19.1,54:19.1,16,No,
R0277,C3327,P0693,Home Decor,Nike,2,poor quality. Very disappointed.,Unsatisfied,54:19.1,54:19.1,2,No,
R0278,C4420,P0322,Accessories,Puma,4,excellent packaging. Loved it!,Satisfied,54:19.1,54:19.1,18,No,
R0279,C1301,P0471,Electronics,Puma,2,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,17,No,
R0280,C1606,P0501,Beauty,Zara,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,7,No,
R0281,C4170,P0542,Home Decor,Puma,5,value for money. Loved it!,Satisfied,54:19.1,54:19.1,13,No,
R0282,C1699,P0589,Accessories,Boat,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,18,No,
R0283,C6088,P0714,Electronics,Sony,1,wrong item delivered. Very disappointed.,Unsatisfied,54:19.1,54:19.1,14,No,
R0284,C1190,P0372,Beauty,Sony,5,amazing product. Loved it!,Satisfied,54:19.1,54:19.1,18,No,
R0285,C1980,P0625,Home Decor,Puma,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,13,No,
R0286,C3975,P0258,Home Decor,Lakme,4,value for money. Loved it!,Satisfied,54:19.1,54:19.1,11,No,
R0287,C7102,P0251,Clothing,H&M,5,value for money. Loved it!,Satisfied,54:19.1,54:19.1,16,No,
R0288,C2184,P0719,Clothing,Lakme,5,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,17,No,
R0289,C4327,P0287,Electronics,H&M,2,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,8,No,
R0290,C4394,P0912,Beauty,Sony,4,value for money. Loved it!,Satisfied,54:19.1,54:19.1,19,Yes,poor quality
R0291,C9319,P0197,Home Decor,Sony,1,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,15,No,
R0292,C2816,P0230,Electronics,Zara,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,9,Yes,wrong item delivered
R0293,C6854,P0904,Electronics,Samsung,2,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,10,Yes,missing items
R0294,C7709,P0270,Footwear,Nike,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,12,No,
R0295,C1569,P0282,Clothing,Lakme,1,product stopped working. Very disappointed.,Unsatisfied,54:19.1,54:19.1,1,No,
R0296,C6442,P0463,Beauty,Boat,1,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,9,Yes,product stopped working
R0297,C2895,P0138,Home Decor,H&M,5,amazing product. Loved it!,Satisfied,54:19.1,54:19.1,15,Yes,missing items
R0298,C3733,P0626,Electronics,Puma,1,wrong item delivered. Very disappointed.,Unsatisfied,54:19.1,54:19.1,1,Yes,late delivery
R0299,C4863,P0987,Home Decor,Boat,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,12,No,
R0300,C8455,P0596,Footwear,Samsung,4,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,3,Yes,not as described
R0301,C5014,P0615,Beauty,H&M,4,amazing product. Loved it!,Satisfied,54:19.1,54:19.1,11,Yes,not as described
R0302,C2686,P0448,Electronics,Lakme,5,great quality. Loved it!,Satisfied,54:19.1,54:19.1,2,No,
R0303,C4009,P0496,Home Decor,Zara,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,16,No,
R0304,C8806,P0821,Clothing,Boat,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,9,No,
R0305,C1154,P0260,Footwear,Samsung,1,bad packaging. Very disappointed.,Unsatisfied,54:19.1,54:19.1,15,Yes,size mismatch
R0306,C2409,P0115,Beauty,Lakme,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,12,No,
R0307,C1784,P0592,Footwear,Sony,2,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,1,No,
R0308,C9096,P0525,Clothing,Sony,1,poor quality. Very disappointed.,Unsatisfied,54:19.1,54:19.1,13,No,
R0309,C8560,P0207,Beauty,Lakme,2,late delivery. Very disappointed.,Unsatisfied,54:19.1,54:19.1,14,No,
R0310,C8343,P0993,Footwear,Lakme,5,great quality. Loved it!,Satisfied,54:19.1,54:19.1,8,No,
R0311,C8206,P0549,Accessories,Lakme,4,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,8,Yes,bad packaging
R0312,C6596,P0410,Clothing,H&M,5,highly recommend. Loved it!,Satisfied,54:19.1,54:19.1,12,No,
R0313,C6801,P0838,Clothing,Lakme,4,amazing product. Loved it!,Satisfied,54:19.1,54:19.1,1,No,
R0314,C3806,P0269,Clothing,Boat,5,amazing product. Loved it!,Satisfied,54:19.1,54:19.1,11,No,
R0315,C1537,P0645,Accessories,Samsung,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,8,Yes,not as described
R0316,C6986,P0513,Accessories,H&M,2,not as described. Very disappointed.,Unsatisfied,54:19.1,54:19.1,10,Yes,missing items
R0317,C2841,P0350,Home Decor,Lakme,4,works perfectly. Loved it!,Satisfied,54:19.1,54:19.1,19,No,
R0318,C9716,P0858,Electronics,Nike,1,damaged product. Very disappointed.,Unsatisfied,54:19.1,54:19.1,11,Yes,not as described
R0319,C7971,P0880,Footwear,Puma,2,product stopped working. Very disappointed.,Unsatisfied,54:19.1,54:19.1,7,Yes,not as described
R0320,C6625,P0240,Home Decor,Nike,1,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,11,No,
R0321,C3950,P0373,Footwear,Samsung,2,bad packaging. Very disappointed.,Unsatisfied,54:19.1,54:19.1,17,No,
R0322,C8992,P0515,Electronics,Sony,2,not as described. Very disappointed.,Unsatisfied,54:19.1,54:19.1,1,No,
R0323,C5780,P0707,Accessories,Zara,5,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,8,No,
R0324,C3368,P0838,Electronics,Zara,4,highly recommend. Loved it!,Satisfied,54:19.1,54:19.1,6,No,
R0325,C7655,P0990,Accessories,Puma,4,highly recommend. Loved it!,Satisfied,54:19.1,54:19.1,18,Yes,wrong item delivered
R0326,C9173,P0138,Electronics,Sony,2,bad packaging. Very disappointed.,Unsatisfied,54:19.1,54:19.1,6,Yes,damaged product
R0327,C5495,P0913,Home Decor,H&M,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,5,No,
R0328,C7002,P0128,Beauty,H&M,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,13,No,
R0329,C7614,P0576,Home Decor,H&M,1,damaged product. Very disappointed.,Unsatisfied,54:19.1,54:19.1,19,No,
R0330,C6919,P0417,Footwear,Zara,1,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,8,Yes,wrong item delivered
R0331,C1853,P0344,Home Decor,Nike,5,works perfectly. Loved it!,Satisfied,54:19.1,54:19.1,9,No,
R0332,C5146,P0847,Clothing,Zara,2,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,17,No,
R0333,C4769,P0796,Footwear,Boat,1,product stopped working. Very disappointed.,Unsatisfied,54:19.1,54:19.1,3,No,
R0334,C1574,P0371,Electronics,Lakme,1,damaged product. Very disappointed.,Unsatisfied,54:19.1,54:19.1,19,No,
R0335,C2148,P0539,Footwear,H&M,2,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,11,No,
R0336,C7293,P0847,Beauty,Nike,5,amazing product. Loved it!,Satisfied,54:19.1,54:19.1,17,No,
R0337,C7457,P0338,Accessories,Samsung,1,product stopped working. Very disappointed.,Unsatisfied,54:19.1,54:19.1,19,No,
R0338,C8509,P0476,Electronics,Puma,5,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,2,Yes,product stopped working
R0339,C5777,P0365,Footwear,Samsung,4,as expected. Loved it!,Satisfied,54:19.1,54:19.1,8,No,
R0340,C4854,P0458,Electronics,Lakme,5,works perfectly. Loved it!,Satisfied,54:19.1,54:19.1,19,No,
R0341,C3491,P0439,Electronics,Nike,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,7,Yes,bad packaging
R0342,C4124,P0488,Electronics,Zara,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,17,No,
R0343,C6691,P0676,Accessories,Zara,5,fits perfectly. Loved it!,Satisfied,54:19.1,54:19.1,6,No,
R0344,C4051,P0788,Home Decor,Boat,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,19,No,
R0345,C1004,P0102,Electronics,Boat,4,fits perfectly. Loved it!,Satisfied,54:19.1,54:19.1,6,No,
R0346,C6222,P0528,Clothing,Zara,2,damaged product. Very disappointed.,Unsatisfied,54:19.1,54:19.1,2,Yes,damaged product
R0347,C6315,P0241,Beauty,Samsung,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,6,No,
R0348,C5869,P0475,Accessories,Puma,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,5,No,
R0349,C1876,P0769,Footwear,H&M,5,amazing product. Loved it!,Satisfied,54:19.1,54:19.1,19,No,
R0350,C8027,P0423,Accessories,Samsung,4,as expected. Loved it!,Satisfied,54:19.1,54:19.1,4,No,
R0351,C5142,P0245,Footwear,Puma,2,wrong item delivered. Very disappointed.,Unsatisfied,54:19.1,54:19.1,17,No,
R0352,C7966,P0392,Accessories,Boat,5,amazing product. Loved it!,Satisfied,54:19.1,54:19.1,11,No,
R0353,C8079,P0764,Footwear,Lakme,5,fast delivery. Loved it!,Satisfied,54:19.1,54:19.1,4,No,
R0354,C8987,P0531,Electronics,Puma,4,value for money. Loved it!,Satisfied,54:19.1,54:19.1,13,No,
R0355,C7799,P0804,Home Decor,Zara,2,bad packaging. Very disappointed.,Unsatisfied,54:19.1,54:19.1,17,Yes,size mismatch
R0356,C5465,P0684,Footwear,Boat,4,value for money. Loved it!,Satisfied,54:19.1,54:19.1,9,No,
R0357,C1635,P0498,Footwear,Boat,2,poor quality. Very disappointed.,Unsatisfied,54:19.1,54:19.1,4,No,
R0358,C2693,P0916,Clothing,H&M,4,highly recommend. Loved it!,Satisfied,54:19.1,54:19.1,14,Yes,damaged product
R0359,C5752,P0988,Footwear,Zara,5,amazing product. Loved it!,Satisfied,54:19.1,54:19.1,19,No,
R0360,C9311,P0443,Clothing,H&M,5,great quality. Loved it!,Satisfied,54:19.1,54:19.1,3,Yes,unresponsive support
R0361,C1830,P0239,Beauty,Zara,1,wrong item delivered. Very disappointed.,Unsatisfied,54:19.1,54:19.1,14,Yes,wrong item delivered
R0362,C6177,P0286,Electronics,H&M,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,8,No,
R0363,C9932,P0904,Clothing,Puma,4,fast delivery. Loved it!,Satisfied,54:19.1,54:19.1,1,Yes,poor quality
R0364,C9308,P0160,Home Decor,Samsung,1,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,10,Yes,size mismatch
R0365,C6949,P0479,Electronics,Lakme,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,18,Yes,product stopped working
R0366,C3838,P0809,Clothing,Lakme,4,value for money. Loved it!,Satisfied,54:19.1,54:19.1,16,No,
R0367,C2150,P0906,Electronics,Zara,2,poor quality. Very disappointed.,Unsatisfied,54:19.1,54:19.1,8,Yes,late delivery
R0368,C8560,P0539,Electronics,Nike,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,1,No,
R0369,C2931,P0418,Electronics,Sony,5,as expected. Loved it!,Satisfied,54:19.1,54:19.1,12,Yes,product stopped working
R0370,C2664,P0401,Beauty,Boat,1,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,8,No,
R0371,C2081,P0443,Home Decor,Boat,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,16,No,
R0372,C1512,P0110,Accessories,Zara,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,18,No,
R0373,C8805,P0161,Accessories,Puma,5,value for money. Loved it!,Satisfied,54:19.1,54:19.1,4,No,
R0374,C6237,P0944,Clothing,H&M,4,value for money. Loved it!,Satisfied,54:19.1,54:19.1,6,No,
R0375,C1559,P0325,Electronics,Nike,2,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,12,No,
R0376,C4672,P0252,Clothing,Samsung,5,fits perfectly. Loved it!,Satisfied,54:19.1,54:19.1,9,No,
R0377,C8404,P0810,Beauty,H&M,2,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,15,Yes,missing items
R0378,C4343,P0663,Beauty,H&M,4,works perfectly. Loved it!,Satisfied,54:19.1,54:19.1,16,No,
R0379,C5070,P0871,Footwear,Zara,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,12,No,
R0380,C1580,P0670,Beauty,Zara,2,bad packaging. Very disappointed.,Unsatisfied,54:19.1,54:19.1,14,No,
R0381,C8004,P0683,Footwear,Puma,1,bad packaging. Very disappointed.,Unsatisfied,54:19.1,54:19.1,13,No,
R0382,C9130,P0759,Home Decor,Boat,1,wrong item delivered. Very disappointed.,Unsatisfied,54:19.1,54:19.1,2,No,
R0383,C4147,P0960,Clothing,Zara,5,fits perfectly. Loved it!,Satisfied,54:19.1,54:19.1,3,No,
R0384,C5249,P0674,Home Decor,Zara,4,amazing product. Loved it!,Satisfied,54:19.1,54:19.1,10,Yes,wrong item delivered
R0385,C2679,P0409,Beauty,Zara,5,excellent packaging. Loved it!,Satisfied,54:19.1,54:19.1,9,Yes,unresponsive support
R0386,C4506,P0984,Home Decor,Puma,5,as expected. Loved it!,Satisfied,54:19.1,54:19.1,8,Yes,damaged product
R0387,C8253,P0342,Home Decor,Boat,5,excellent packaging. Loved it!,Satisfied,54:19.1,54:19.1,10,No,
R0388,C3744,P0592,Home Decor,Samsung,1,bad packaging. Very disappointed.,Unsatisfied,54:19.1,54:19.1,19,No,
R0389,C6188,P0465,Beauty,Samsung,1,damaged product. Very disappointed.,Unsatisfied,54:19.1,54:19.1,3,No,
R0390,C3141,P0429,Electronics,Sony,5,value for money. Loved it!,Satisfied,54:19.1,54:19.1,5,No,
R0391,C7617,P0206,Home Decor,Sony,1,not as described. Very disappointed.,Unsatisfied,54:19.1,54:19.1,3,No,
R0392,C3479,P0325,Footwear,Zara,4,as expected. Loved it!,Satisfied,54:19.1,54:19.1,16,No,
R0393,C7484,P0924,Beauty,Sony,5,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,17,No,
R0394,C8421,P0317,Home Decor,Boat,1,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,15,No,
R0395,C5452,P0852,Electronics,Puma,2,poor quality. Very disappointed.,Unsatisfied,54:19.1,54:19.1,3,No,
R0396,C6881,P0605,Beauty,Samsung,5,great quality. Loved it!,Satisfied,54:19.1,54:19.1,12,No,
R0397,C7665,P0358,Accessories,H&M,5,excellent packaging. Loved it!,Satisfied,54:19.1,54:19.1,9,No,
R0398,C3849,P0987,Electronics,Samsung,4,fast delivery. Loved it!,Satisfied,54:19.1,54:19.1,12,No,
R0399,C8390,P0873,Footwear,Samsung,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,15,No,
R0400,C7905,P0616,Home Decor,Boat,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,2,No,
R0401,C3489,P0872,Accessories,Sony,4,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,18,No,
R0402,C5611,P0153,Accessories,H&M,4,fast delivery. Loved it!,Satisfied,54:19.1,54:19.1,12,Yes,missing items
R0403,C3839,P0146,Beauty,Boat,4,excellent packaging. Loved it!,Satisfied,54:19.1,54:19.1,4,No,
R0404,C9527,P0826,Accessories,Zara,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,16,Yes,unresponsive support
R0405,C6878,P0788,Footwear,Puma,4,value for money. Loved it!,Satisfied,54:19.1,54:19.1,16,No,
R0406,C7303,P0620,Footwear,Lakme,1,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,1,No,
R0407,C1851,P0198,Clothing,Samsung,5,as expected. Loved it!,Satisfied,54:19.1,54:19.1,2,No,
R0408,C2687,P0119,Footwear,Lakme,5,amazing product. Loved it!,Satisfied,54:19.1,54:19.1,3,Yes,damaged product
R0409,C7833,P0989,Electronics,Puma,2,damaged product. Very disappointed.,Unsatisfied,54:19.1,54:19.1,17,No,
R0410,C3427,P0852,Accessories,Puma,2,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,1,No,
R0411,C5000,P0672,Footwear,Boat,5,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,6,Yes,damaged product
R0412,C6052,P0990,Beauty,Boat,1,not as described. Very disappointed.,Unsatisfied,54:19.1,54:19.1,15,No,
R0413,C3738,P0589,Clothing,Boat,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,14,No,
R0414,C6732,P0518,Accessories,Lakme,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,15,No,
R0415,C6387,P0789,Clothing,Boat,1,not as described. Very disappointed.,Unsatisfied,54:19.1,54:19.1,14,Yes,not as described
R0416,C9002,P0949,Accessories,Puma,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,5,No,
R0417,C6536,P0161,Beauty,Zara,4,as expected. Loved it!,Satisfied,54:19.1,54:19.1,6,No,
R0418,C4913,P0244,Clothing,Boat,5,great quality. Loved it!,Satisfied,54:19.1,54:19.1,17,No,
R0419,C2066,P0315,Home Decor,Nike,5,amazing product. Loved it!,Satisfied,54:19.1,54:19.1,11,No,
R0420,C8723,P0102,Electronics,Sony,1,wrong item delivered. Very disappointed.,Unsatisfied,54:19.1,54:19.1,16,Yes,damaged product
R0421,C5380,P0259,Electronics,Lakme,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,12,Yes,product stopped working
R0422,C5107,P0838,Accessories,Nike,2,poor quality. Very disappointed.,Unsatisfied,54:19.1,54:19.1,15,No,
R0423,C6726,P0880,Home Decor,Boat,2,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,4,No,
R0424,C4373,P0219,Clothing,Puma,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,18,Yes,unresponsive support
R0425,C9945,P0992,Home Decor,Zara,2,late delivery. Very disappointed.,Unsatisfied,54:19.1,54:19.1,3,Yes,missing items
R0426,C3082,P0188,Home Decor,Samsung,1,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,8,No,
R0427,C9967,P0428,Clothing,H&M,1,late delivery. Very disappointed.,Unsatisfied,54:19.1,54:19.1,3,Yes,damaged product
R0428,C7748,P0679,Beauty,Sony,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,8,Yes,wrong item delivered
R0429,C1417,P0456,Home Decor,H&M,2,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,18,No,
R0430,C9306,P0709,Home Decor,Boat,1,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,10,Yes,product stopped working
R0431,C9808,P0366,Beauty,Sony,1,not as described. Very disappointed.,Unsatisfied,54:19.1,54:19.1,17,No,
R0432,C4974,P0716,Home Decor,Sony,4,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,8,No,
R0433,C4267,P0422,Home Decor,Zara,4,excellent packaging. Loved it!,Satisfied,54:19.1,54:19.1,11,No,
R0434,C1825,P0734,Home Decor,Sony,1,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,5,No,
R0435,C8668,P0640,Electronics,Lakme,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,13,No,
R0436,C6745,P0748,Footwear,Nike,5,works perfectly. Loved it!,Satisfied,54:19.1,54:19.1,5,No,
R0437,C1412,P0294,Beauty,Nike,5,amazing product. Loved it!,Satisfied,54:19.1,54:19.1,13,No,
R0438,C8543,P0837,Home Decor,Nike,1,bad packaging. Very disappointed.,Unsatisfied,54:19.1,54:19.1,6,No,
R0439,C8587,P0431,Electronics,Lakme,1,wrong item delivered. Very disappointed.,Unsatisfied,54:19.1,54:19.1,5,No,
R0440,C1728,P0269,Beauty,H&M,1,wrong item delivered. Very disappointed.,Unsatisfied,54:19.1,54:19.1,9,No,
R0441,C8164,P0620,Accessories,Zara,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,16,No,
R0442,C9867,P0562,Accessories,Sony,4,amazing product. Loved it!,Satisfied,54:19.1,54:19.1,2,Yes,poor quality
R0443,C6988,P0139,Home Decor,Lakme,1,damaged product. Very disappointed.,Unsatisfied,54:19.1,54:19.1,1,No,
R0444,C3504,P0636,Electronics,Nike,1,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,8,Yes,product stopped working
R0445,C3967,P0360,Electronics,Boat,2,damaged product. Very disappointed.,Unsatisfied,54:19.1,54:19.1,19,No,
R0446,C3786,P0494,Beauty,Samsung,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,11,No,
R0447,C2122,P0325,Beauty,Sony,1,poor quality. Very disappointed.,Unsatisfied,54:19.1,54:19.1,12,No,
R0448,C5079,P0223,Electronics,Lakme,2,product stopped working. Very disappointed.,Unsatisfied,54:19.1,54:19.1,12,No,
R0449,C2571,P0137,Beauty,Puma,5,excellent packaging. Loved it!,Satisfied,54:19.1,54:19.1,7,No,
R0450,C6073,P0427,Electronics,Lakme,1,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,13,No,
R0451,C6104,P0350,Footwear,Zara,1,late delivery. Very disappointed.,Unsatisfied,54:19.1,54:19.1,8,Yes,size mismatch
R0452,C3143,P0275,Electronics,Zara,2,not as described. Very disappointed.,Unsatisfied,54:19.1,54:19.1,9,No,
R0453,C7806,P0701,Accessories,Lakme,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,7,No,
